Judge;Sound;Rank;Innovation;Originality;Sobriety;Proximity;Fun;Premium;Simplicity;Freedom;Human;Technology;Conviviality;Complexity;Popular;Serious;International;Passion;Artisanal;Traditional;Performance;Joyful;Surprising;Exciting;Energetic;Sensual;Sad;Warm;Serious;Adequation;Why;Tempo;Pitch;Instrument
12;P_120_3;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;JAR;JAR;ne;JAR;ne;JAR;JAR;JAR;8;classical music, high-end value;120;3;Piano
12;V_120_3;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;ne;ne;ne;JAR;ne;JAR;ne;JAR;5;;120;3;Violon
12;V_80_1;4;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;ne;JAR;ne;ne;ne;t;ne;t;3;tone too serious, too serious, no innovation;80;1;Violon
12;P_120_1;5;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;JAR;JAR;ne;ne;ne;JAR;ne;JAR;6;;120;1;Piano
12;V_80_5;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;r_ne;r_t;ne;t;r_ne;r_ne;r_ne;JAR;2;too sharp, strident, not friendly;80;5;Violon
12;A_80_5;7;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;ne;ne;ne;t;ne;JAR;r_ne;JAR;3;no innovation, synthetic sound, not at all high-end;80;5;Accordion
12;A_160_1;8;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;JAR;JAR;JAR;JAR;ne;JAR;t;ne;6;too user-friendly, not high-end sound with accordion;160;1;Accordion
12;P_80_3;9;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ne;ne;ne;ne;ne;t;ne;JAR;6;Not energetic enough for the innovation and technology side;80;3;Piano
12;V_160_5;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;t;r_t;t;r_t;ne;ne;r_ne;r_ne;5;too shrill sound, not suitable high-end but technology yes.;160;5;Violon
12;A_160_5;11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;JAR;JAR;JAR;JAR;ne;JAR;ne;JAR;9;innovative sound, reflects technology;160;5;Accordion
12;A_120_3;12;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;t;JAR;JAR;JAR;r_ne;JAR;t;ne;3;accordion neither innovative nor technological novelty, not adapted;120;3;Accordion
13;A_160_5;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;t;JAR;JAR;t;ne;JAR;ne;r_ne;5;;160;5;Accordion
13;A_160_1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;r_ne;r_ne;r_ne;JAR;r_ne;t;ne;r_t;1;;160;1;Accordion
13;V_160_3;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;JAR;ne;ne;JAR;JAR;JAR;JAR;JAR;8;;160;3;Violon
13;P_80_5;4;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;ne;JAR;ne;r_ne;JAR;JAR;ne;JAR;4;;80;5;Piano
13;A_80_3;5;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;ne;JAR;ne;JAR;r_ne;t;ne;t;3;;80;3;Accordion
13;A_120_3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;JAR;ne;ne;JAR;ne;t;ne;JAR;4;;120;3;Accordion
13;P_80_3;7;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;ne;JAR;ne;ne;JAR;t;ne;JAR;4;;80;3;Piano
13;V_120_1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;r_ne;ne;r_ne;ne;ne;t;ne;r_t;2;;120;1;Violon
13;V_160_1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;r_ne;r_ne;r_ne;JAR;ne;t;ne;r_t;2;;160;1;Violon
13;P_160_3;10;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ne;JAR;JAR;ne;JAR;t;JAR;JAR;7;;160;3;Piano
13;P_120_1;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;JAR;JAR;JAR;JAR;t;ne;JAR;6;;120;1;Piano
13;V_120_3;12;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;JAR;ne;JAR;JAR;JAR;t;ne;JAR;7;;120;3;Violon
14;A_120_3;1;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;t;ne;JAR;ne;JAR;JAR;ne;ne;4;;120;3;Accordion
14;P_80_1;2;0;0;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;ne;ne;ne;ne;JAR;t;ne;JAR;2;;80;1;Piano
14;P_160_1;3;0;0;1;1;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;JAR;JAR;JAR;JAR;JAR;JAR;JAR;JAR;10;;160;1;Piano
14;P_160_3;4;1;0;0;0;1;0;1;1;1;0;1;1;0;0;1;0;1;0;1;JAR;JAR;ne;JAR;JAR;JAR;JAR;JAR;9;;160;3;Piano
14;V_160_5;5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;r_ne;r_t;ne;t;ne;JAR;r_ne;JAR;5;;160;5;Violon
14;P_80_3;6;1;0;1;1;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;JAR;JAR;ne;r_ne;JAR;JAR;ne;JAR;4;lack of dynamism in the rhythm;80;3;Piano
14;A_160_5;7;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;ne;r_t;t;r_t;JAR;JAR;r_ne;JAR;2;;160;5;Accordion
14;P_80_5;8;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;JAR;ne;r_ne;r_ne;JAR;t;JAR;JAR;1;;80;5;Piano
14;V_120_5;9;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;JAR;r_t;t;r_t;JAR;JAR;JAR;JAR;3;;120;5;Violon
14;A_120_1;10;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;t;r_ne;r_ne;ne;r_ne;JAR;t;ne;0;;120;1;Accordion
14;V_120_3;11;1;1;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;1;JAR;JAR;ne;JAR;ne;JAR;JAR;JAR;7;;120;3;Violon
14;P_120_3;12;0;1;1;1;1;0;0;0;1;0;0;0;0;1;1;0;1;1;0;JAR;JAR;ne;ne;JAR;JAR;ne;JAR;3;;120;3;Piano
15;P_80_3;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;JAR;ne;ne;ne;ne;t;JAR;JAR;6;too slow;80;3;Piano
15;A_160_3;2;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;t;t;JAR;JAR;ne;JAR;JAR;ne;5;too traditional;160;3;Accordion
15;V_120_1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;ne;JAR;JAR;JAR;JAR;t;JAR;JAR;8;a little too serious, too serious sound;120;1;Violon
15;A_120_5;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r_t;r_t;r_t;JAR;ne;JAR;JAR;ne;4;too acute;120;5;Accordion
15;P_160_3;5;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;JAR;ne;JAR;JAR;JAR;JAR;JAR;JAR;8;the piano is perhaps a little too classical;160;3;Piano
15;V_80_3;6;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;ne;ne;ne;r_ne;ne;t;ne;JAR;4;too slow;80;3;Violon
15;P_80_5;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;ne;JAR;ne;ne;JAR;JAR;JAR;JAR;6;the pace is a bit too slow;80;5;Piano
15;A_120_3;8;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;t;t;JAR;JAR;ne;JAR;t;ne;4;it's country, it doesn't fit the classy image;120;3;Accordion
15;V_120_3;9;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;JAR;JAR;JAR;JAR;JAR;JAR;JAR;JAR;9;class;120;3;Violon
15;A_80_5;10;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;t;ne;ne;ne;ne;JAR;JAR;ne;4;too acute;80;5;Accordion
15;P_120_3;11;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;JAR;ne;JAR;JAR;JAR;JAR;JAR;JAR;8;the piano is not surprising enough, it does not reflect the value of innovation;120;3;Piano
15;A_80_3;12;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;ne;ne;ne;ne;ne;JAR;JAR;JAR;5;too slow;80;3;Accordion
16;V_160_1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;ne;r_ne;ne;ne;r_ne;t;JAR;JAR;4;;160;1;Violon
16;P_160_1;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;r_ne;ne;ne;JAR;ne;t;JAR;JAR;6;;160;1;Piano
16;V_80_5;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;ne;t;JAR;JAR;ne;JAR;r_ne;ne;5;;80;5;Violon
16;A_160_1;4;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;t;ne;ne;JAR;ne;ne;t;ne;3;;160;1;Accordion
16;V_120_1;5;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;ne;JAR;JAR;JAR;JAR;JAR;ne;JAR;8;;120;1;Violon
16;P_160_5;6;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;ne;r_ne;ne;r_ne;ne;r_t;ne;JAR;3;;160;5;Piano
16;V_160_5;7;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;JAR;JAR;JAR;JAR;ne;JAR;r_ne;JAR;7;;160;5;Violon
16;A_80_5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r_ne;r_ne;r_ne;r_ne;r_ne;ne;r_ne;r_t;1;;80;5;Accordion
16;A_80_3;9;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;ne;ne;r_ne;r_ne;ne;JAR;ne;JAR;4;;80;3;Accordion
16;V_120_3;10;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;JAR;JAR;JAR;JAR;JAR;JAR;ne;JAR;8;;120;3;Violon
16;P_80_3;11;1;0;1;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;0;JAR;ne;ne;ne;JAR;JAR;ne;JAR;7;;80;3;Piano
16;P_80_1;12;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;JAR;ne;JAR;JAR;JAR;JAR;JAR;JAR;9;;80;1;Piano
17;A_160_3;1;1;0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;1;ne;t;JAR;t;ne;JAR;ne;JAR;6;not classy enough;160;3;Accordion
17;P_160_5;2;1;1;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;JAR;JAR;JAR;JAR;JAR;JAR;JAR;JAR;9;very much in line with the values sought;160;5;Piano
17;V_160_1;3;1;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;ne;JAR;ne;ne;ne;r_t;ne;JAR;6;Too sad;160;1;Violon
17;V_120_1;4;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;ne;JAR;ne;ne;ne;r_t;r_ne;t;4;too slow, too sad;120;1;Violon
17;A_80_5;5;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;ne;t;JAR;ne;JAR;JAR;JAR;JAR;6;too slow, a little aggressive;80;5;Accordion
17;A_160_5;6;1;1;0;0;0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;JAR;t;JAR;JAR;JAR;JAR;JAR;JAR;7;;160;5;Accordion
17;V_120_5;7;1;1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;1;ne;JAR;JAR;ne;JAR;r_t;JAR;JAR;6;too slow;120;5;Violon
17;A_120_5;8;1;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;JAR;t;JAR;ne;JAR;JAR;JAR;JAR;7;;120;5;Accordion
17;A_160_1;9;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;r_ne;ne;ne;ne;ne;r_t;ne;JAR;3;;160;1;Accordion
17;V_80_5;10;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;JAR;t;JAR;ne;JAR;t;JAR;JAR;7;a little aggressive, too slow;80;5;Violon
17;A_120_1;11;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;ne;ne;r_ne;r_ne;ne;r_ne;ne;t;2;;120;1;Accordion
17;P_160_3;12;1;0;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;JAR;JAR;JAR;JAR;JAR;JAR;JAR;JAR;10;more pleasant to hear, corresponds perfectly to the values of the company;160;3;Piano
18;V_80_3;1;0;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;1;1;r_ne;JAR;r_ne;r_ne;JAR;JAR;ne;t;7;does not sufficiently restore the technology side, complexity;80;3;Violon
18;A_80_3;2;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;t;JAR;ne;r_ne;t;t;ne;ne;4;rhythm too slow, his step classy at all;80;3;Accordion
18;A_160_3;3;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;JAR;JAR;JAR;JAR;ne;JAR;JAR;ne;7;does not sufficiently reflect technology and innovation;160;3;Accordion
18;P_120_1;4;0;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;1;ne;JAR;ne;JAR;JAR;JAR;JAR;JAR;9;;120;1;Piano
18;V_80_1;5;0;0;0;0;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;r_ne;r_t;r_ne;r_ne;r_t;t;r_ne;r_t;2;too classic;80;1;Violon
18;V_120_3;6;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;JAR;JAR;JAR;JAR;ne;ne;JAR;ne;7;;120;3;Violon
18;P_160_3;7;1;0;1;0;1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;ne;JAR;JAR;JAR;JAR;JAR;JAR;JAR;9;;160;3;Piano
18;P_120_3;8;1;0;1;1;0;0;1;0;1;1;1;0;0;0;1;1;0;0;0;r_ne;ne;ne;ne;t;t;ne;JAR;6;;120;3;Piano
18;V_160_5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;ne;r_t;r_ne;r_ne;r_ne;ne;r_ne;ne;1;too aggressive, too high-pitched for headphone music;160;5;Violon
18;P_120_5;10;1;0;0;0;1;1;0;1;1;0;0;0;0;0;1;1;0;0;0;r_ne;JAR;ne;ne;t;t;t;JAR;7;too slow;120;5;Piano
18;V_80_5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;ne;t;r_ne;r_ne;JAR;t;r_ne;t;3;far too acute;80;5;Violon
18;P_160_1;12;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;ne;JAR;JAR;JAR;JAR;JAR;JAR;JAR;9;best reflects performance;160;1;Piano
19;P_160_3;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;JAR;ne;ne;JAR;ne;JAR;JAR;JAR;9;;160;3;Piano
19;A_120_3;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;ne;ne;ne;r_ne;r_ne;t;ne;t;3;;120;3;Accordion
19;A_80_1;3;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;r_ne;r_ne;r_ne;r_ne;r_ne;r_t;r_ne;r_t;2;;80;1;Accordion
19;P_120_5;4;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;t;JAR;ne;JAR;ne;JAR;ne;JAR;5;;120;5;Piano
19;V_120_3;5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;JAR;ne;ne;ne;ne;JAR;JAR;JAR;6;;120;3;Violon
19;P_120_1;6;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;ne;ne;ne;ne;JAR;JAR;JAR;JAR;8;;120;1;Piano
19;P_160_5;7;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;JAR;ne;JAR;JAR;JAR;JAR;JAR;JAR;9;it makes you think of high-end, expert, class;160;5;Piano
19;A_80_3;8;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;ne;ne;r_ne;r_ne;ne;r_t;ne;JAR;3;too heavy;80;3;Accordion
19;V_160_5;9;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;r_t;r_t;r_t;t;ne;JAR;ne;ne;2;too acute;160;5;Violon
19;V_160_1;10;0;1;1;1;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;JAR;ne;ne;ne;JAR;JAR;JAR;JAR;8;it reminds us of the classy sound;160;1;Violon
19;V_120_5;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;t;JAR;ne;JAR;ne;ne;4;too acute;120;5;Violon
19;A_80_5;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;ne;ne;ne;ne;ne;JAR;JAR;JAR;5;;80;5;Accordion
20;P_160_1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;r_ne;ne;ne;JAR;ne;t;ne;t;6;;160;1;Piano
20;A_120_5;2;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;r_t;r_t;ne;JAR;t;ne;JAR;ne;4;;120;5;Accordion
20;V_120_5;3;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;r_t;r_t;r_ne;ne;ne;ne;t;JAR;3;;120;5;Violon
20;V_120_3;4;1;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;JAR;r_t;JAR;JAR;ne;t;ne;JAR;8;;120;3;Violon
20;V_80_5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;ne;r_t;r_ne;r_ne;r_ne;t;r_ne;JAR;3;;80;5;Violon
20;V_120_1;6;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;r_ne;JAR;ne;JAR;ne;r_t;r_ne;t;2;;120;1;Violon
20;A_80_3;7;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;t;r_t;ne;r_ne;ne;ne;t;r_t;2;;80;3;Accordion
20;V_80_1;8;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;r_ne;r_t;r_ne;r_ne;r_ne;r_t;r_ne;t;1;;80;1;Violon
20;A_120_1;9;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;r_ne;JAR;JAR;JAR;ne;t;ne;t;6;;120;1;Accordion
20;V_160_3;10;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;t;t;t;t;ne;JAR;JAR;ne;5;;160;3;Violon
20;P_120_5;11;1;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;1;JAR;JAR;ne;JAR;JAR;JAR;JAR;JAR;10;;120;5;Piano
20;P_80_3;12;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;ne;JAR;ne;ne;JAR;JAR;ne;JAR;8;;80;3;Piano
21;V_80_3;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;1;JAR;JAR;ne;JAR;JAR;t;ne;JAR;8;;80;3;Violon
21;A_160_1;2;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;ne;t;r_ne;JAR;r_ne;t;ne;ne;5;;160;1;Accordion
21;P_80_1;3;0;0;1;1;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0;ne;r_ne;ne;ne;JAR;t;JAR;JAR;6;already heard;80;1;Piano
21;P_120_5;4;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;JAR;JAR;ne;r_ne;JAR;t;ne;JAR;7;;120;5;Piano
21;A_80_1;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;r_ne;t;r_ne;r_ne;r_ne;r_t;ne;ne;3;;80;1;Accordion
21;A_160_5;6;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;JAR;JAR;ne;t;ne;JAR;ne;JAR;6;a little too acute;160;5;Accordion
21;A_80_5;7;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;ne;ne;ne;ne;ne;t;ne;JAR;6;too slow;80;5;Accordion
21;P_80_3;8;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;JAR;ne;JAR;JAR;JAR;t;ne;JAR;8;;80;3;Piano
21;P_120_1;9;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;ne;ne;JAR;JAR;JAR;t;t;t;2;it's more tradition than innovation;120;1;Piano
21;A_120_1;10;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;ne;JAR;ne;JAR;ne;JAR;ne;JAR;7;;120;1;Accordion
21;A_80_3;11;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;r_ne;r_t;r_ne;r_ne;r_ne;r_t;r_ne;JAR;1;it makes church;80;3;Accordion
21;V_120_5;12;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;t;t;r_ne;JAR;r_ne;ne;r_ne;JAR;4;far too acute;120;5;Violon
22;A_120_3;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;JAR;ne;ne;JAR;JAR;t;JAR;JAR;6;decent sound but a little flat;120;3;Accordion
22;V_80_1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;ne;ne;ne;ne;r_ne;t;ne;t;3;austere;80;1;Violon
22;A_80_5;3;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;t;r_t;t;JAR;JAR;ne;JAR;ne;2;too sharp, his professional step;80;5;Accordion
22;V_160_5;4;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;t;JAR;JAR;JAR;ne;ne;JAR;ne;3;too acute, poor quality;160;5;Violon
22;P_80_1;5;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;ne;JAR;ne;JAR;ne;JAR;ne;JAR;5;a bit slow;80;1;Piano
22;A_160_1;6;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;JAR;JAR;ne;JAR;ne;JAR;ne;JAR;7;;160;1;Accordion
22;A_120_5;7;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;t;t;JAR;JAR;t;ne;t;r_ne;3;a little garish;120;5;Accordion
22;A_160_3;8;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;JAR;JAR;JAR;JAR;ne;JAR;ne;t;6;too simple;160;3;Accordion
22;P_120_5;9;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;JAR;JAR;ne;ne;ne;JAR;ne;JAR;7;;120;5;Piano
22;A_160_5;10;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;JAR;t;ne;ne;ne;JAR;4;poor sound quality;160;5;Accordion
22;V_160_3;11;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;JAR;JAR;JAR;JAR;JAR;ne;JAR;JAR;9;sober and of good quality;160;3;Violon
22;A_80_3;12;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;ne;ne;ne;r_ne;JAR;JAR;ne;JAR;4;;80;3;Accordion
23;P_120_5;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;1;JAR;ne;r_ne;ne;ne;t;ne;JAR;5;music passe-partout;120;5;Piano
23;V_160_5;2;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;t;r_t;ne;r_t;r_ne;JAR;r_ne;JAR;1;too garish;160;5;Violon
23;P_120_1;3;0;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;JAR;ne;ne;ne;JAR;JAR;JAR;JAR;7;;120;1;Piano
23;A_80_1;4;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;r_ne;r_ne;r_ne;ne;r_ne;r_t;ne;ne;1;it's guinguette;80;1;Accordion
23;P_80_1;5;0;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;JAR;ne;JAR;ne;JAR;JAR;JAR;JAR;6;;80;1;Piano
23;A_120_5;6;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;t;r_t;r_t;r_t;r_ne;r_ne;JAR;t;1;too garish;120;5;Accordion
23;A_120_3;7;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;JAR;ne;r_ne;JAR;r_ne;t;JAR;ne;3;;120;3;Accordion
23;P_160_1;8;0;0;1;0;0;0;1;1;1;0;1;0;1;0;1;1;0;1;1;JAR;ne;JAR;JAR;JAR;JAR;JAR;JAR;8;;160;1;Piano
23;V_120_1;9;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;r_ne;ne;r_ne;r_ne;r_ne;r_t;JAR;ne;3;;120;1;Violon
23;P_80_5;10;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;0;1;JAR;ne;JAR;r_ne;JAR;JAR;JAR;JAR;6;too bad it's too soft;80;5;Piano
23;V_160_1;11;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;ne;JAR;JAR;t;ne;t;JAR;JAR;3;;160;1;Violon
23;A_160_3;12;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;t;JAR;JAR;JAR;ne;JAR;ne;JAR;5;;160;3;Accordion
24;P_120_3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;t;t;JAR;JAR;t;r_t;t;JAR;6;not technological;120;3;Piano
24;A_80_1;2;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;ne;r_t;r_ne;r_ne;ne;r_t;ne;r_t;1;Too sad;80;1;Accordion
24;A_120_1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;ne;t;r_ne;ne;ne;r_t;ne;t;2;;120;1;Accordion
24;V_80_5;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;JAR;r_t;r_ne;ne;JAR;t;ne;t;2;;80;5;Violon
24;P_80_3;5;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;ne;ne;ne;ne;JAR;t;r_ne;JAR;4;;80;3;Piano
24;P_160_3;6;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;JAR;JAR;JAR;JAR;ne;t;ne;JAR;4;too fast;160;3;Piano
24;A_160_1;7;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;ne;t;r_ne;ne;ne;t;ne;t;1;accordion does not go with branding;160;1;Accordion
24;V_160_1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;ne;ne;ne;JAR;JAR;t;ne;t;2;;160;1;Violon
