ID_juge;Produit;Classe_hedo;decription_corrig;Note;JP;JxCH
56;I;j'aime un peu;parait solide mais peu mou;7;56_I;56_j'aime un peu
56;J;je n'aime pas;imitation grossiere toucher desagreable;2;56_J;56_je n'aime pas
57;A;j'aime un peu;juste bien;5;57_A;57_j'aime un peu
57;B;j'aime beaucoup;juste bien;8;57_B;57_j'aime beaucoup
57;C;j'aime beaucoup;juste bien;8;57_C;57_j'aime beaucoup
57;D;j'aime un peu;trop mou;5;57_D;57_j'aime un peu
57;E;j'aime un peu;trop velours;6;57_E;57_j'aime un peu
57;F;j'aime un peu;trop bas gamme;5;57_F;57_j'aime un peu
57;G;j'aime un peu;trop cheap;5;57_G;57_j'aime un peu
57;H;je n'aime pas;pas assez;2;57_H;57_je n'aime pas
57;I;je n'aime pas;pas assez doux;2;57_I;57_je n'aime pas
57;J;je n'aime pas;trop plastique;2;57_J;57_je n'aime pas
59;A;j'aime un peu;j' aime peu motifs discrets tissu;6;59_A;59_j'aime un peu
59;B;je n'aime pas;n' aime pas texture;3;59_B;59_je n'aime pas
59;C;j'aime un peu;j' aime peu motifs tissu;6;59_C;59_j'aime un peu
59;D;je n'aime pas;n' aime pas sensation touche;4;59_D;59_je n'aime pas
59;E;j'aime beaucoup;j' aime beaucoup fait tissu doux agreable a toucher;9;59_E;59_j'aime beaucoup
59;F;j'aime un peu;j' aime peu texture touche;7;59_F;59_j'aime un peu
59;G;je n'aime pas;n' aime pas texture tissu;4;59_G;59_je n'aime pas
59;H;j'aime un peu;j' aime peu texture;7;59_H;59_j'aime un peu
59;I;je n'aime pas;n' aime pas motifs tissu texture;3;59_I;59_je n'aime pas
59;J;j'aime beaucoup;j' aime beaucoup motifs texture tissu;9;59_J;59_j'aime beaucoup
60;A;j'aime un peu;correct;5;60_A;60_j'aime un peu
60;B;j'aime beaucoup;touche agreable;7;60_B;60_j'aime beaucoup
60;C;j'aime un peu;correct;5;60_C;60_j'aime un peu
60;D;je n'aime pas;peluche;0;60_D;60_je n'aime pas
60;E;j'aime un peu;touche plutot agreable;6;60_E;60_j'aime un peu
60;F;j'aime un peu;trame correct touche correct;6;60_F;60_j'aime un peu
60;G;je n'aime pas;touche trop synthetique;3;60_G;60_je n'aime pas
60;H;je n'aime pas;collant;3;60_H;60_je n'aime pas
60;I;j'aime un peu;peu rugueux;5;60_I;60_j'aime un peu
60;J;je n'aime pas;aspect cuir;2;60_J;60_je n'aime pas
61;A;j'aime beaucoup;toucher correct sensation solidite;8;61_A;61_j'aime beaucoup
61;B;j'aime un peu;pas assez lisse desagreable toucher;4;61_B;61_j'aime un peu
61;C;j'aime beaucoup;confortable toucher sensation resistance;9;61_C;61_j'aime beaucoup
61;D;je n'aime pas;desagreable toucher trop reche;1;61_D;61_je n'aime pas
61;E;j'aime un peu;trop pelucheux;4;61_E;61_j'aime un peu
61;F;j'aime beaucoup;alliance sensation souplesse tenue;9;61_F;61_j'aime beaucoup
61;G;je n'aime pas;trop souple;2;61_G;61_je n'aime pas
61;H;j'aime un peu;pas assez doux;5;61_H;61_j'aime un peu
61;I;je n'aime pas;trop rapeux;3;61_I;61_je n'aime pas
61;J;j'aime un peu;juste bien toucher;5;61_J;61_j'aime un peu
62;A;je n'aime pas;trop cheap;3;62_A;62_je n'aime pas
62;B;j'aime un peu;agreable mais pas adapte;5;62_B;62_j'aime un peu
62;C;j'aime un peu;tissu assez doux;6;62_C;62_j'aime un peu
62;D;je n'aime pas;feutre fait moutons;1;62_D;62_je n'aime pas
62;E;je n'aime pas;velours;1;62_E;62_je n'aime pas
62;F;je n'aime pas;tissu cheap accroche;4;62_F;62_je n'aime pas
62;G;je n'aime pas;mousse;1;62_G;62_je n'aime pas
62;H;j'aime beaucoup;change cuir classique;8;62_H;62_j'aime beaucoup
62;I;je n'aime pas;pas agreable;3;62_I;62_je n'aime pas
62;J;j'aime un peu;cuir basique;7;62_J;62_j'aime un peu
63;A;je n'aime pas;trop fin;3;63_A;63_je n'aime pas
63;B;je n'aime pas;trop epais;3;63_B;63_je n'aime pas
63;C;j'aime beaucoup;bien;8;63_C;63_j'aime beaucoup
63;D;je n'aime pas;trop chaud;3;63_D;63_je n'aime pas
63;E;je n'aime pas;trop vieillot;2;63_E;63_je n'aime pas
63;F;je n'aime pas;trop sec;2;63_F;63_je n'aime pas
63;G;je n'aime pas;troo epais;5;63_G;63_je n'aime pas
63;H;je n'aime pas;trop fin;3;63_H;63_je n'aime pas
63;I;je n'aime pas;trop raide;3;63_I;63_je n'aime pas
63;J;je n'aime pas;trop synthetique;0;63_J;63_je n'aime pas
64;A;je n'aime pas;car trop simple;4;64_A;64_je n'aime pas
64;B;j'aime un peu;original;7;64_B;64_j'aime un peu
64;C;j'aime un peu;plutot bien;6;64_C;64_j'aime un peu
64;D;je n'aime pas;original;7;64_D;64_je n'aime pas
64;E;j'aime beaucoup;j' aime beaucoup texture;9;64_E;64_j'aime beaucoup
64;F;je n'aime pas;trop simple;4;64_F;64_je n'aime pas
64;G;je n'aime pas;n' aime pas;3;64_G;64_je n'aime pas
64;H;je n'aime pas;trop simple;2;64_H;64_je n'aime pas
64;I;je n'aime pas;elastique;2;64_I;64_je n'aime pas
64;J;j'aime beaucoup;tres agreable;9;64_J;64_j'aime beaucoup
65;A;je n'aime pas;tissu rugueux;3;65_A;65_je n'aime pas
65;B;je n'aime pas;souple rugueux semble elastique;3;65_B;65_je n'aime pas
65;C;je n'aime pas;semble tisse agreable a vue peu moins toucher;4;65_C;65_je n'aime pas
65;D;je n'aime pas;tissu a peu pres doux semble confortable fait penser a l' eponge;5;65_D;65_je n'aime pas
65;E;j'aime beaucoup;tres doux confortable;9;65_E;65_j'aime beaucoup
65;F;je n'aime pas;trop simple pas vraiment doux;2;65_F;65_je n'aime pas
65;G;j'aime un peu;rembourre confortable doux;8;65_G;65_j'aime un peu
65;H;je n'aime pas;rugueux inconfortable;2;65_H;65_je n'aime pas
65;I;j'aime un peu;doux semble elastique;6;65_I;65_j'aime un peu
65;J;j'aime un peu;cuir elegant doux;7;65_J;65_j'aime un peu
66;A;je n'aime pas;n' aime tissu carla qualite tissu incommode;3;66_A;66_je n'aime pas
66;B;j'aime beaucoup;j' aime beaucoup tissu car celui trouve plus agreable toucher;9;66_B;66_j'aime beaucoup
66;C;j'aime un peu;j' aime peu produit car bien semble pelucheux matiere agreable toucher;6;66_C;66_j'aime un peu
66;D;je n'aime pas;n' aime pas produit car c' pelucheux;3;66_D;66_je n'aime pas
66;E;j'aime un peu;j' aime peu tissu car bien perdant couleur toucher semble degager confort;6;66_E;66_j'aime un peu
66;F;je n'aime pas;ne aime pas tissu semble d' mauvaise qualite;3;66_F;66_je n'aime pas
66;G;je n'aime pas;n' aime pas tissu car matiere grince sous doigts;3;66_G;66_je n'aime pas
66;H;je n'aime pas;n' aime pas tissu car n' pas agreable toucher;3;66_H;66_je n'aime pas
66;I;j'aime un peu;j' aime peu tissu car bien n' etant pas tres luxueux regard texture agreable;7;66_I;66_j'aime un peu
66;J;j'aime un peu;j' aime peu tissu car bien etant simple tres agreable toucher;7;66_J;66_j'aime un peu
67;A;je n'aime pas;pas assez;4;67_A;67_je n'aime pas
67;B;j'aime beaucoup;juste bien;6;67_B;67_j'aime beaucoup
67;C;j'aime un peu;trop;7;67_C;67_j'aime un peu
67;D;j'aime beaucoup;trop;6;67_D;67_j'aime beaucoup
67;E;je n'aime pas;juste bien;5;67_E;67_je n'aime pas
67;F;j'aime un peu;pas assez;4;67_F;67_j'aime un peu
67;G;j'aime beaucoup;trop;7;67_G;67_j'aime beaucoup
67;H;je n'aime pas;trop;6;67_H;67_je n'aime pas
67;I;j'aime un peu;juste bien;5;67_I;67_j'aime un peu
67;J;je n'aime pas;juste bien;6;67_J;67_je n'aime pas
69;A;j'aime un peu;tissu semble coriace;5;69_A;69_j'aime un peu
69;B;je n'aime pas;produit semble tenir chaud pas super agreable toucher;4;69_B;69_je n'aime pas
69;C;j'aime un peu;agreable doux;7;69_C;69_j'aime un peu
69;D;je n'aime pas;texture fait bax gamme;1;69_D;69_je n'aime pas
69;E;j'aime un peu;produit doux mais ne vois pas trop voiture;5;69_E;69_j'aime un peu
69;F;j'aime beaucoup;agreable toucher bonne qualite;8;69_F;69_j'aime beaucoup
69;G;je n'aime pas;n' aime pas mousse dessous;2;69_G;69_je n'aime pas
69;H;j'aime un peu;produit semble avoir bonne tenue temps;6;69_H;69_j'aime un peu
69;I;je n'aime pas;ne semble pas agreable siege;3;69_I;69_je n'aime pas
69;J;j'aime beaucoup;meilleure toucher autres;9;69_J;69_j'aime beaucoup
70;A;je n'aime pas;s' abime vite;4;70_A;70_je n'aime pas
70;B;je n'aime pas;cheap;4;70_B;70_je n'aime pas
70;C;je n'aime pas;s' abime vite;4;70_C;70_je n'aime pas
70;D;je n'aime pas;cheap;4;70_D;70_je n'aime pas
70;E;j'aime beaucoup;elegant;9;70_E;70_j'aime beaucoup
70;F;je n'aime pas;cheap;4;70_F;70_je n'aime pas
70;G;je n'aime pas;cheap;4;70_G;70_je n'aime pas
70;H;je n'aime pas;cheap;4;70_H;70_je n'aime pas
70;I;j'aime un peu;propre beau;8;70_I;70_j'aime un peu
70;J;j'aime beaucoup;pratique elegant;10;70_J;70_j'aime beaucoup
72;A;je n'aime pas;trop fin;3;72_A;72_je n'aime pas
72;B;j'aime un peu;a lair assez souple;9;72_B;72_j'aime un peu
72;C;j'aime un peu;a l' air resistant;8;72_C;72_j'aime un peu
72;D;j'aime un peu;doux mais parait fragile;6;72_D;72_j'aime un peu
72;E;j'aime beaucoup;tout doux;10;72_E;72_j'aime beaucoup
72;F;je n'aime pas;trop fin;3;72_F;72_je n'aime pas
72;G;j'aime beaucoup;moelleux;10;72_G;72_j'aime beaucoup
72;H;je n'aime pas;parait s' abimer plus autres;4;72_H;72_je n'aime pas
72;I;j'aime un peu;a lair solide facile a laver;7;72_I;72_j'aime un peu
72;J;je n'aime pas;trop synthetique a gout;1;72_J;72_je n'aime pas
73;A;j'aime un peu;basic;5;73_A;73_j'aime un peu
73;B;je n'aime pas;trop dur;3;73_B;73_je n'aime pas
73;C;j'aime un peu;trop basic;5;73_C;73_j'aime un peu
73;D;je n'aime pas;trop moquette;2;73_D;73_je n'aime pas
73;E;j'aime beaucoup;agreable toucher;9;73_E;73_j'aime beaucoup
73;F;j'aime un peu;trop lisse;6;73_F;73_j'aime un peu
73;G;j'aime beaucoup;sympa;8;73_G;73_j'aime beaucoup
73;H;je n'aime pas;accroche trop;2;73_H;73_je n'aime pas
73;I;j'aime un peu;simple;5;73_I;73_j'aime un peu
73;J;je n'aime pas;accroche trop;1;73_J;73_je n'aime pas
74;A;j'aime un peu;simple;5;74_A;74_j'aime un peu
74;B;j'aime beaucoup;jolie tissage doux;8;74_B;74_j'aime beaucoup
74;C;j'aime un peu;agreable;6;74_C;74_j'aime un peu
74;D;je n'aime pas;trop mousse;2;74_D;74_je n'aime pas
74;E;j'aime un peu;doux mais salissant;5;74_E;74_j'aime un peu
74;F;j'aime un peu;rien special;4;74_F;74_j'aime un peu
74;G;j'aime beaucoup;mou doux quadrille jolie;8;74_G;74_j'aime beaucoup
74;H;je n'aime pas;rugueux;3;74_H;74_je n'aime pas
74;I;j'aime un peu;doux jolie tissu;6;74_I;74_j'aime un peu
74;J;j'aime un peu;style cuir classe;7;74_J;74_j'aime un peu
75;A;je n'aime pas;trop fin motif n' pas jolie;2;75_A;75_je n'aime pas
75;B;je n'aime pas;trop epais motif n' pas jolie;0;75_B;75_je n'aime pas
75;C;je n'aime pas;croisements fils constituent motif trop epais;3;75_C;75_je n'aime pas
75;D;je n'aime pas;n' aime pas l' aspect feutrine;0;75_D;75_je n'aime pas
75;E;j'aime beaucoup;j' adore noirceur tissu motif invisible tissu doux soyeux;10;75_E;75_j'aime beaucoup
75;F;je n'aime pas;tissu trop fin donne l' aspect elastique;3;75_F;75_je n'aime pas
75;G;je n'aime pas;tissu trop epais motif n' pas tout beau;0;75_G;75_je n'aime pas
75;H;j'aime un peu;matiere douce mais motif n' pas jolie;6;75_H;75_j'aime un peu
75;I;je n'aime pas;motif ressemble a elastique;0;75_I;75_je n'aime pas
75;J;j'aime un peu;motif jolie tissu doux;7;75_J;75_j'aime un peu
76;A;je n'aime pas;n' aime pas tissu car reche meme si l' esthetique convenable;3;76_A;76_je n'aime pas
76;B;j'aime un peu;j' aime bien tissu trouve assez original mais semble peut difficile d' entretien;6;76_B;76_j'aime un peu
76;C;j'aime beaucoup;j' aime beaucoup qualite esthetique toucher tissu;9;76_C;76_j'aime beaucoup
76;D;je n'aime pas;n' aime pas tissu car plus d' etre reche ne semble pas adapte car difficile d' entretien;2;76_D;76_je n'aime pas
76;E;j'aime un peu;j' aime esthetique toucher tissu attrape attrappe peut etre beaucoup poussiere;7;76_E;76_j'aime un peu
76;F;j'aime un peu;j' aime bien tissu general;7;76_F;76_j'aime un peu
76;G;je n'aime pas;j' aime assez peu tissu car peu esthetique;3;76_G;76_je n'aime pas
76;H;j'aime beaucoup;j' aime beaucoup tissu bien paraisse peu fragile;9;76_H;76_j'aime beaucoup
76;I;je n'aime pas;j' aime peu tissu meme si ne trouve rien d' extraordinaire;5;76_I;76_je n'aime pas
76;J;j'aime un peu;j' aime bien tissu mais n' peut etre pas assez passe partout;7;76_J;76_j'aime un peu
77;A;j'aime beaucoup;beau tissu semble resistant;7;77_A;77_j'aime beaucoup
77;B;je n'aime pas;tissu grossier ne donne pas impression qualite habitacle;2;77_B;77_je n'aime pas
77;C;j'aime un peu;joli bonne qualite mais peut etre peu grossier;5;77_C;77_j'aime un peu
77;D;je n'aime pas;joli tissu mais vite abime voiture s' userait trop vite frottements ex;3;77_D;77_je n'aime pas
77;E;je n'aime pas;toucher velours fait traces tissu ne pas joli l' ensemble l' habitacle;4;77_E;77_je n'aime pas
77;F;j'aime un peu;joli mais trop fin j' peur qu' dechire qu' s' use rapidement;5;77_F;77_j'aime un peu
77;G;je n'aime pas;tissu grossier facile a dechirer vite abime;1;77_G;77_je n'aime pas
77;H;je n'aime pas;m' apparait trop fin donc trop fragile j' peur qu' dechire;4;77_H;77_je n'aime pas
77;I;j'aime beaucoup;semble plus resistant l' habitacle devrait ds temps resister frottements enfants etc;9;77_I;77_j'aime beaucoup
77;J;j'aime un peu;bel bel echantillon mais prefere tissu voiture pas trop cuir;6;77_J;77_j'aime un peu
78;A;je n'aime pas;trop fin pas doux;1;78_A;78_je n'aime pas
78;B;j'aime un peu;resistant mais pas tres premium peu basique;5;78_B;78_j'aime un peu
78;C;j'aime un peu;epure bien lisse mais peu fin;6;78_C;78_j'aime un peu
78;D;j'aime beaucoup;cosy confortable doux;7;78_D;78_j'aime beaucoup
78;E;j'aime beaucoup;confortable doux surtout tres premium;9;78_E;78_j'aime beaucoup
78;F;j'aime un peu;ne fait pas tissu fait tres synthetique mais sobre;6;78_F;78_j'aime un peu
78;G;je n'aime pas;mauvaise qualite trop mou abime facilement;2;78_G;78_je n'aime pas
78;H;j'aime un peu;trop basique mais sobre simple;5;78_H;78_j'aime un peu
78;I;je n'aime pas;pas confortable trop dur mais resistant;4;78_I;78_je n'aime pas
78;J;je n'aime pas;ressemble a faux cuir qualite douteuse mais peut etre joli;4;78_J;78_je n'aime pas
79;A;j'aime un peu;peu;6;79_A;79_j'aime un peu
79;B;j'aime un peu;peu;6;79_B;79_j'aime un peu
79;C;je n'aime pas;neutre;5;79_C;79_je n'aime pas
79;D;je n'aime pas;peu;7;79_D;79_je n'aime pas
79;E;j'aime beaucoup;vraiment bien;8;79_E;79_j'aime beaucoup
79;F;j'aime un peu;peu;7;79_F;79_j'aime un peu
79;G;j'aime beaucoup;vraiment beaucoup;9;79_G;79_j'aime beaucoup
79;H;je n'aime pas;peu;7;79_H;79_je n'aime pas
79;I;j'aime un peu;peu;7;79_I;79_j'aime un peu
79;J;j'aime un peu;juste bien;7;79_J;79_j'aime un peu
80;A;j'aime beaucoup;trop;9;80_A;80_j'aime beaucoup
80;B;j'aime un peu;trop;9;80_B;80_j'aime un peu
80;C;j'aime beaucoup;juste bien;8;80_C;80_j'aime beaucoup
80;D;je n'aime pas;pas assez;3;80_D;80_je n'aime pas
80;E;je n'aime pas;pas assez;3;80_E;80_je n'aime pas
80;F;j'aime un peu;juste bien;5;80_F;80_j'aime un peu
80;G;je n'aime pas;juste bien;4;80_G;80_je n'aime pas
80;H;je n'aime pas;pas assez;4;80_H;80_je n'aime pas
80;I;j'aime un peu;pas assez;4;80_I;80_j'aime un peu
80;J;j'aime beaucoup;trop;10;80_J;80_j'aime beaucoup
81;A;j'aime un peu;j' aime peu meme si trop simple;4;81_A;81_j'aime un peu
81;B;j'aime un peu;car juste bien tisse;5;81_B;81_j'aime un peu
81;C;j'aime beaucoup;car vraiment tres chic;9;81_C;81_j'aime beaucoup
81;D;j'aime un peu;meme si fait peu vieillot;3;81_D;81_j'aime un peu
81;E;j'aime beaucoup;car vraiment tres elegant;9;81_E;81_j'aime beaucoup
81;F;j'aime un peu;car assez bien tisse;5;81_F;81_j'aime un peu
81;G;je n'aime pas;trop mou;2;81_G;81_je n'aime pas
81;H;j'aime beaucoup;car vraiment tres moderne;8;81_H;81_j'aime beaucoup
81;I;je n'aime pas;trop raye;3;81_I;81_je n'aime pas
81;J;je n'aime pas;trop kitch;3;81_J;81_je n'aime pas
82;A;j'aime un peu;sobre lisse mais pas original pas voiture;4;82_A;82_j'aime un peu
82;B;j'aime un peu;pas mal mais trop epais;3;82_B;82_j'aime un peu
82;C;j'aime beaucoup;irait bien voiture meme si pas assez lisse;6;82_C;82_j'aime beaucoup
82;D;je n'aime pas;trop pelucheux pas assez lisse;0;82_D;82_je n'aime pas
82;E;je n'aime pas;joli mais pas adapte a interieur voiture va trop prendre poussiere;0;82_E;82_je n'aime pas
82;F;j'aime un peu;lisse mais peu trop pelucheux;5;82_F;82_j'aime un peu
82;G;je n'aime pas;ne correspond a habitacle voiture fait fzit trop poir siege vetement;2;82_G;82_je n'aime pas
82;H;j'aime beaucoup;joli aspect assez lisse style lin peu etre bien elegant;8;82_H;82_j'aime beaucoup
82;I;je n'aime pas;fait pas gamme ne vas pas habitacle;0;82_I;82_je n'aime pas
82;J;j'aime beaucoup;ideal correspond tres bien a habitacle voiture;10;82_J;82_j'aime beaucoup
84;A;j'aime un peu;j' aime peu car tissu a air qualitatif mais fin;4;84_A;84_j'aime un peu
84;B;je n'aime pas;n' aime pas car voit lignes tissu;2;84_B;84_je n'aime pas
84;C;j'aime beaucoup;j' aime beaucoup qualite tissu;8;84_C;84_j'aime beaucoup
84;D;je n'aime pas;n' aime pas car tissu perd poils;1;84_D;84_je n'aime pas
84;E;je n'aime pas;n' aime pas matiere velours;2;84_E;84_je n'aime pas
84;F;j'aime beaucoup;j' aime beaucoup qualite tissu;8;84_F;84_j'aime beaucoup
84;G;je n'aime pas;n' aime car ne fait pas tout qualitatif;1;84_G;84_je n'aime pas
84;H;je n'aime pas;n' aime pas qualite tissu;1;84_H;84_je n'aime pas
84;I;je n'aime pas;n' aime pas cote trop synthetique tissu;1;84_I;84_je n'aime pas
84;J;j'aime un peu;j' aime peu effet cuir mais pas assez bien imite;4;84_J;84_j'aime un peu
85;A;j'aime beaucoup;j' aime beaucoup car simple efficace aspect qualitatif;8;85_A;85_j'aime beaucoup
85;B;j'aime un peu;j' aime peu bien qu' fasse trop coton vestimentaire;4;85_B;85_j'aime un peu
85;C;j'aime beaucoup;j' aime beaucoup idem mais peu moins resistant apparence;7;85_C;85_j'aime beaucoup
85;D;je n'aime pas;trop synthetique;0;85_D;85_je n'aime pas
85;E;j'aime un peu;j' aime bien toucher bien qu' ne pas adapte a l' interieur d' voiture;4;85_E;85_j'aime un peu
85;F;j'aime beaucoup;j' aime mais l' allure plus synthetique moins qualitative;6;85_F;85_j'aime beaucoup
85;G;je n'aime pas;n' pas assez resistant;0;85_G;85_je n'aime pas
85;H;j'aime un peu;j' aime bien quoi qu' ne fasse pas impressionnee qualite;3;85_H;85_j'aime un peu
85;I;je n'aime pas;a effet trop plastique;1;85_I;85_je n'aime pas
85;J;j'aime un peu;j' aime peu car resistant mais peu esthetique;3;85_J;85_j'aime un peu
